1.2589254117941673	1.3742151743855e9
1.288249551693134	1.4432461564107943e9
1.3182567385564072	1.5142184403119407e9
1.3489628825916535	1.5871843781921232e9
1.3803842646028848	1.6622045951721835e9
1.4125375446227544	1.7394099731226285e9
1.4454397707459274	1.8202037531142588e9
1.4791083881682074	1.905274316552651e9
1.5135612484362082	1.9948557969135425e9
1.5488166189124815	2.089146998493713e9
1.5848931924611136	2.1884668860570393e9
1.62181009735893	2.292198325137472e9
1.6595869074375607	2.400212419914264e9
1.6982436524617444	2.5126972112096868e9
1.7378008287493756	2.6298342116207366e9
1.7782794100389228	2.7518148858672466e9
1.8197008586099834	2.8793060982394114e9
1.8620871366628675	3.012783414789827e9
1.9054607179632472	3.1525574402679906e9
1.9498445997580456	3.2988934377596784e9
1.9952623149688797	3.452099241726853e9
2.0417379446695296	3.6118361428794103e9
2.0892961308540396	3.7778954480028715e9
2.137962089502232	3.950542264736674e9
2.1877616239495525	4.1300560050928264e9
2.23872113856834	4.316699619806584e9
2.290867652767773	4.509735142233418e9
2.344228815319922	4.708616233977814e9
2.3988329190194904	4.913511928129106e9
2.4547089156850306	5.124607220726212e9
2.51188643150958	5.342091966181557e9
2.570395782768864	5.56661047619697e9
2.6302679918953817	5.798802662221929e9
2.6915348039269156	6.038937767715931e9
2.7542287033381663	6.287277249173555e9
2.8183829312644537	6.544112666758485e9
2.884031503126606	6.811414121120742e9
2.9512092266663856	7.091543726118802e9
3.019951720402016	7.385119999326905e9
3.0902954325135905	7.692777413048452e9
3.1622776601683795	8.015185389694816e9
3.2359365692962827	8.350481923133532e9
3.311311214825911	8.695635190786491e9
3.3884415613920256	9.050952660995075e9
3.4673685045253166	9.416734531479717e9
3.548133892335755	9.793280712273531e9
3.630780547701014	1.0182370514808756e10
3.715352290971726	1.0586807942795263e10
3.801893963205613	1.100723337013599e10
3.8904514499428067	1.1444274075032282e10
3.9810717055349722	1.189858425192046e10
4.073802778041127	1.236975747142595e10
4.168693834703354	1.2856281523731388e10
4.265795188015927	1.335860737668137e10
4.36515832240166	1.3877243925901567e10
4.466835921509632	1.4412741405537966e10
4.570881896148751	1.496659295408041e10
4.677351412871983	1.5541722182313654e10
4.786300923226384	1.6138994437053898e10
4.8977881936844625	1.675927062020604e10
5.011872336272724	1.74034442719695e10
5.128613839913649	1.8070313139588097e10
5.248074602497725	1.875494001068015e10
5.370317963702527	1.945747472487497e10
5.495408738576246	2.0178379957195004e10
5.623413251903491	2.091817096103117e10
5.7543993733715695	2.1677801982396133e10
5.88843655355589	2.245943917254284e10
6.025595860743578	2.3263772232174915e10
6.165950018614822	2.4091612878715244e10
6.309573444801933	2.494348140733107e10
